,name,cat,food_cat,food_rank,service_rank,price_rank,review_num,ranking_pos,ad_cat,pri_rate,address
317,Walking on the Cloud,restaurant,European,45,45,35,54,346,Yeongdeungpo-gu,4.0,"50, 63-ro, Yeongdeungpo-gu, Seoul South Korea"
318,Tuk Tuk Noodle Thai,restaurant,Asian,40,40,35,72,348,Sinchon / Ewha,4.0,"B1, 227-37, Yeonnam-dong, Mapo-gu, Seoul South Korea"
319,Kkotji,restaurant,Seafood,45,40,40,35,351,Gangnam-gu,4.5,"610, Bongeunsa-ro, Gangnam-gu, Seoul 06170 South Korea"
320,Chowon House,restaurant,Korean,50,45,50,18,352,Myeongdong / Namdaemun,5.0,"299, Samil-daero, Jung-gu, Seoul 04537 South Korea"
321,Suwolga,restaurant,Barbecue,45,45,45,18,353,Myeongdong / Namdaemun,5.0,"26, Mareunnae-ro 2-gil, Jung-gu, Seoul 04555 South Korea"
322,Eunjujeong,restaurant,Asian,45,30,40,51,354,Jung-gu,4.5,"32, Changgyeonggung-ro 8-gil, Jung-gu, Seoul 04546 South Korea"
323,March Rabbit,restaurant,Cafe,50,45,45,33,355,Sinsa / Garosugil,4.5,"45, Nonhyeon-ro 153-gil, Gangnam-gu, Seoul 06037 South Korea"
324,Mokran,restaurant,Asian,45,40,40,31,358,Seodaemun,4.5,"21, Yeonhui-ro15-Gil, Seoul South Korea"
325,On The Border IFC Mall,restaurant,Mexican,40,40,35,65,359,Yeongdeungpo-gu,4.0,"10, Gukjegeumyung-ro, Yeongdeungpo-gu B3, IFC Mall, Seoul 07326 South Korea"
326,Suga,restaurant,Asian,45,45,45,43,360,Myeongdong / Namdaemun,4.0,"42-1, Myeongdong 8ga-gil, Jung-gu, Seoul 04537 South Korea"
327,Myeongdong Kalguksu,restaurant,Asian,45,35,45,47,361,Myeongdong / Namdaemun,4.0,"17-6, Sejong-Daero 14-Gil, Jung-Gu, Seoul 04526 South Korea"
328,Chir Chir Myeongdong,restaurant,Korean,40,35,40,51,362,Myeongdong / Namdaemun,4.0,"21, Myeongdong 7-gil, Jung-gu, Seoul 04534 South Korea"
329,Delhi India,restaurant,Indian,45,50,45,22,366,Hongdae,4.5,"8, Dongmak-ro 9-gil, Mapo-gu 2f, Seoul 04048 South Korea"
330,Little Saigon,restaurant,Asian,40,40,40,50,367,Gangseo-gu,4.5,"38, Haneul-gil, Gangseo-gu Lotte Mall Gimpo Airport B2F, Seoul 07505 South Korea"
331,Kkanbu Chicken Sinsa Station,restaurant,Korean,45,45,40,37,368,Garosugil,4.0,"30, Gangnam-daero 152-gil, Gangnam-gu Taewoong Bldg. 1F, Seoul 06035 South Korea"
332,Two Plus Itaewon,restaurant,Barbecue,45,40,35,47,369,Itaewon,4.0,"36, Itaewon-ro 27na-gil, Yongsan-gu, Seoul 04349 South Korea"
333,The Original Pancake House,restaurant,Cafe,45,40,40,41,370,Itaewon,4.0,"41, Gangnam-daero 162-gil, Gangnam-gu, Seoul 06028 South Korea"
334,Jinju Hoegwan,restaurant,European,45,35,35,74,371,Jung-gu,4.0,"26, Sejong-daero 11-gil, Jung-gu, Seoul 04513 South Korea"
335,Mr. Kebab,restaurant,Fast Food,45,45,45,64,372,Itaewon,4.0,"192, Itaewon-ro, Yongsan-gu, Seoul 04406 South Korea"
336,Yurim Myeon,restaurant,Asian,45,40,40,41,373,Jung-gu,4.0,"139-1, Seosomun-ro, Jung-gu, Seoul 04515 South Korea"
337,Tokkijung,restaurant,Japanese,40,40,40,73,374,Gangnam / Nonhyeon / Yeoksam,4.0,"32, Bongeunsa-ro 6-gil, Gangnam-gu, Seoul 06123 South Korea"
338,On the Border - L otte World Mall,restaurant,Mexican,40,40,35,41,376,Songpa-gu,4.0,"300, Olympic-ro, Songpa-gu 6F, Seoul 05551 South Korea"
339,Yookssam Naengmyeon Hongdae Store,restaurant,Asian,40,35,45,70,377,Hongdae,4.0,"364-18, Seogyo-dong, Mapo-gu, Seoul South Korea"
340,Cafe aA,restaurant,Cafe,40,40,35,55,378,Hongdae,4.5,"408-11 Seogyo-dong, Mapo-gu, Seoul South Korea"
341,Bistecca,restaurant,Italian,45,40,35,37,379,Itaewon,4.5,"49, Hoenamu-ro, Yongsan-gu, Seoul 04344 South Korea"
342,Mmm records,restaurant,Cafe,45,50,50,22,381,Bogwang-dong,5.0,"145, Usadan-ro 10-gil, Yongsan-gu, Seoul 04409 South Korea"
343,On the Border COEX,restaurant,Mexican,40,40,35,62,382,Samseongdong / COEX,4.0,"22, Teheran-ro 87-gil, Gangnam-gu, Seoul 06164 South Korea"
344,Gatten Sushi,restaurant,Asian,40,40,40,41,383,Gangnam / Nonhyeon / Yeoksam,4.5,"109, Teheran-ro, Gangnam-gu, Seoul 06134 South Korea"
345,Wood and Brick Jonggak,restaurant,Cafe,45,40,35,44,384,Jongno-gu,4.0,"43-1, Ujeongguk-ro, Jongno-gu, Seoul South Korea"
346,Imun Seolnongtang,restaurant,Korean,40,35,35,114,385,Jongno-gu,4.0,"38-13, Ujeongguk-Ro, Seoul 03149 South Korea"
347,Baekjeong Myeongdong,restaurant,Barbecue,40,40,40,118,386,Myeongdong / Namdaemun,4.0,"19-3, Myeongdong 10-gil, Jung-gu, Seoul 04537 South Korea"
348,Bada Sikdang,restaurant,Asian,40,30,35,52,387,Hannam-dong,4.0,"743-7, Hannam-dong, Yongsan-gu, Seoul 140-893 South Korea"
349,Bover Lounge,restaurant,French,45,40,35,41,388,Jung-gu,4.5,"100 Toegye-ro, Jung-gu State Tower 1F, Seoul 04631 South Korea"
350,BooksCooks,restaurant,Cafe,40,40,40,32,390,Jongno-gu,4.5,"5, Bukchon-ro 8-gil, Jongno-gu, Seoul 03056 South Korea"
351,Gombawi,restaurant,Asian,50,45,40,34,391,Samseongdong / COEX,4.5,"76-10, Samseong-dong, Gangnam-gu, Seoul South Korea"
352,Alice Cheongdam,restaurant,Bar,40,40,35,37,392,Gangnam-gu,4.5,"47, Dosan-daero 55-gil, Gangnam-gu B1f, Seoul 06014 South Korea"
353,Todai Myeongdong,restaurant,Seafood,40,40,35,98,394,Myeongdong / Namdaemun,4.0,"83-5, Myeong-dong2-ga, Jung-gu 7F, Nun Square, Seoul South Korea"
354,Yuk Tongryeong,restaurant,Barbecue,50,45,40,27,395,Myeongdong / Namdaemun,4.5,"37-2, myeongdong8na-Gil, Seoul South Korea"
355,Jobahkjip,restaurant,Asian,45,40,35,37,396,Mapo-dong,4.5,"40-1, Yonggang-dong, Mapo-gu, Seoul South Korea"
356,Continental,restaurant,French,45,50,40,36,397,Jung-gu,4.5,"23F Shilla Hotel 2-202, Jangchung-dong, Jung-gu, Seoul South Korea"
357,Bongsuni,restaurant,Korean,40,45,40,33,398,Myeongdong / Namdaemun,4.5,"64, Namdaemun-ro, Jung-gu, Seoul 04535 South Korea"
358,Palsaek Samgyeobsal Dongdaemun,restaurant,Barbecue,40,35,40,97,399,Jung-gu,4.0,"30, Eulji-ro 43-gil, Jung-gu Mijin Bldg. 2F, Seoul 04564 South Korea"
359,Taj Palace,restaurant,Indian,40,45,40,58,400,Itaewon,4.0,"39, Usadan-ro, Yongsan-gu, Seoul 04406 South Korea"
360,Lovinher Flowercafe,restaurant,Italian,40,40,30,26,401,Mapo-gu,4.5,"22, Sinchon-ro 6-gil, Mapo-gu 1f, Seoul 04056 South Korea"
361,Pildong Myeonok,restaurant,Asian,45,35,30,41,402,Jung-gu,4.0,"1-5, Pildong3-ga, Jung-gu, Seoul South Korea"
362,63 Buffet Pavillion,restaurant,Asian,40,45,35,38,403,Yeongdeungpo-gu,4.0,"50, 63-ro, Yeongdeungpo-gu, Seoul 07345 South Korea"
363,Godabang,restaurant,Cafe,40,50,45,18,405,Myeongdong / Namdaemun,5.0,"8-5, Myeongdong 8-gil, Jung-gu, Seoul 04536 South Korea"
364,Coffee Smith Itaewon,restaurant,Cafe,40,40,35,43,406,Itaewon,4.0,"153, Itaewon-ro, Yongsan-gu, Seoul 04351 South Korea"
365,Agra Indian Dining Restaurant Jamsil,restaurant,Indian,40,35,30,51,407,Songpa-gu,4.0,"300, Olympic-ro, Songpa-gu Lotte World Avenuel 6F, Seoul South Korea"
366,Sobremesa,restaurant,European,50,50,50,24,408,Gangnam / Nonhyeon / Yeoksam,4.5,"62, Seocho-daero 77-gil, Seocho-gu, Seoul 06611 South Korea"
367,Paulie's Gwanghwamun D-Tower,restaurant,Italian,40,45,35,29,409,Jongno 1.2.3.4 ga-dong,4.5,"17, Jong-ro 3-gil, Jongno-gu 2F, Seoul 03155 South Korea"
368,Billy Angel Cake Company,restaurant,Cafe,40,40,35,43,410,Jongno 1.2.3.4 ga-dong,4.0,"175, Se Jong-Daero, Seoul South Korea"
369,bills Jamsil,restaurant,European,40,40,35,79,411,Songpa-gu,4.0,"300, Olympic-ro, Songpa-gu 1F Lotte World Mall, Seoul 05551 South Korea"
370,Giannis Nappoli,restaurant,Italian,45,40,35,39,412,Gangnam / Nonhyeon / Yeoksam,4.5,"668-20, Yeoksam-dong, Gangnam-gu, Seoul South Korea"
371,Bonny's Pizza Pub,restaurant,Bar,40,35,35,64,413,Yongsan-dong,4.0,"2, Sinheung-ro 3-gil, Yongsan-gu, Seoul 04338 South Korea"
372,Pham Thi Chinh Pho,restaurant,Asian,45,45,50,29,414,Wangsimni-dong,4.5,"50, Muhak-ro 6-gil, Seongdong-gu, Seoul 04709 South Korea"
373,Korea Ginseng Chicken Soup,restaurant,Korean,40,35,35,69,415,Jung-gu,4.0,"1, Seosomun-ro 11-gil, Jung-gu 3f, Seoul 04516 South Korea"
374,Halmeoni Kalguksu,restaurant,Chinese,45,35,45,43,416,Jongno 1.2.3.4 ga-dong,4.0,"49-1 Donui-dong, Jongno-gu, Seoul South Korea"
375,Wonjo Masan Halmae AguJjim,restaurant,Asian,45,40,40,34,418,Jamwon-dong,4.5,"10 Gangnam-daero 99-gil, Seocho-gu Masan Halmae Agoojjim, Seoul 06526 South Korea"
376,Dugahun,restaurant,European,45,50,40,31,419,Jongno-gu,4.5,"109 Sagan-dong, Chongro-gu, Seoul South Korea"
377,La Planque,restaurant,French,45,40,40,49,420,Itaewon,4.0,"26, Itaewon-ro 26-gil, Yongsan-gu, Seoul 04391 South Korea"
378,Seonbukdong Nurungji Baeksuk,restaurant,Asian,45,35,35,32,421,Jongno-gu,4.5,"9, Seongbuk-ro 31-gil, Seongbuk-gu, Seoul 136-823 South Korea"
379,Golden Cheese Tart,restaurant,Korean,40,50,40,22,423,Hapjeong-dong,4.5,"42, Seongji-gil, Mapo-gu, Seoul 04083 South Korea"
380,Chungmu Gimbap,restaurant,Asian,40,35,35,84,425,Myeongdong / Namdaemun,4.0,"19, Myeongdong 10-gil, Jung-gu, Seoul 04537 South Korea"
381,Le Style,restaurant,European,40,45,35,41,426,Myeongdong / Namdaemun,4.0,"302, Samil-daero, Jung-gu 21F, ibis Style Ambassador Myeongdong, Seoul 04553 South Korea"
382,Del Vino,restaurant,European,40,45,30,52,428,Gwangjang-dong,4.0,"177, Walkerhill-ro, Gwangjin-gu 1F, Vista Walkerhill Seoul, Seoul 04963 South Korea"
383,La Table,restaurant,Italian,40,40,40,36,429,Myeongdong / Namdaemun,4.5,"78, Namdaemun-ro, Jung-gu 19F, Ibis Ambassador Seoul Myeongdong, Seoul 04534 South Korea"
384,Tous Les Jours Jongno,restaurant,Cafe,40,40,40,45,430,Jongno 1.2.3.4 ga-dong,4.0,"62, Jong-ro, Jongno-gu, Seoul 03189 South Korea"
385,Lobby Lounge Bar,restaurant,Bar,40,40,35,49,431,Guro-gu,4.5,"662, Gyeongin-ro, Guro-gu 41F, Sheraton Seoul D Cube City Hotel, Seoul 08209 South Korea"
386,Chuncheonjip Dakgalbi,restaurant,Asian,45,40,40,48,432,Seodaemun,4.0,"57-8, Changcheon-dong 1f, Seoul 03789 South Korea"
387,La Goute,restaurant,International,45,45,35,37,434,Gwangjin-gu,4.0,"227-342, Jayang-dong, Gwangjin-gu B-3F, The Classic 500, Seoul 143-854 South Korea"
388,Tami Juk,restaurant,Asian,40,40,35,64,436,Myeongdong / Namdaemun,4.0,"B1 22-1 Chungmuro1-ga, Jung-gu B1f, Seoul South Korea"
389,Jinju Jib,restaurant,Asian,45,35,30,41,437,Yeongdeungpo-gu,4.0,"33, Gukjegeumyung-ro 6-gil, Yeongdeungpo-gu #5, B1, Yeouido Dept. Store, Seoul 07331 South Korea"
390,Atrio,restaurant,Italian,45,40,35,71,438,Yeongdeungpo-gu,4.0,"23-1, Yeouido-dong, Yeongdeungpo-gu 2F, Conrad Seoul, Seoul 150-948 South Korea"
391,Baeknyeon Tojong Samgyetang,restaurant,Korean,45,45,40,36,441,Jongno-gu,4.0,"41, Bukchon-ro, Jongno-gu, Seoul 03055 South Korea"
392,Dunkin Donuts Seoul Railway Station,restaurant,Cafe,40,40,40,52,442,Jung-gu,4.0,"Seoul Railway Station Bldg. 2F Dongja-dong, Yongsan-gu, Seoul South Korea"
393,Locos BBQ,restaurant,Barbecue,40,40,35,41,443,Itaewon,4.0,"83, Hoenamu-ro, Yongsan-gu, Seoul 04344 South Korea"
394,Chez Maak,restaurant,Asian,45,40,40,34,444,Sinsa / Garosugil,4.5,"536-1, Sinsa-dong, Gangnam-gu, Seoul South Korea"
395,Bongpiyang Seocho,restaurant,Asian,45,45,35,41,445,Gangnam / Nonhyeon / Yeoksam,4.0,"11, Gangnam-daero 53-gil, Seocho-gu, Seoul 06626 South Korea"
396,Mijin,restaurant,Asian,40,35,40,32,447,Jongno 1.2.3.4 ga-dong,4.0,"24, Jongno1-ga, Jongno-gu Le Meilleur Bldg. 1, Seoul South Korea"
397,Noonaholdak Hongdae,restaurant,Asian,45,40,45,26,449,Hongdae,4.5,"129, Eoulmadang-ro, Mapo-gu, Seoul 04050 South Korea"
398,Flora,restaurant,Italian,45,35,35,26,450,Jongno-gu,4.5,"138-14, Hwa-dong, Jongno-gu, Seoul South Korea"
399,Jangdokdae Kimchi Jjigae,restaurant,Asian,35,35,40,46,451,Gangnam-gu,4.0,"52-6, Cheongdam-dong, Gangnam-gu, Seoul South Korea"
400,La Yeon,restaurant,Asian,40,45,35,81,452,Jung-gu,4.0,"249, Dongho-ro, Jung-gu 23F, The Shilla Seoul Seoul, Seoul 04605 South Korea"
401,Starbucks Insa,restaurant,Cafe,40,40,35,75,454,Insadong,4.0,"14, Insadong-gil, Jongno-gu, Seoul 03163 South Korea"
402,Noona Holdak Myeongdong,restaurant,Mexican,40,40,40,40,455,Myeongdong / Namdaemun,4.0,"78, Namdaemun-ro, Jung-gu, Seoul 04534 South Korea"
403,Churro 101 Hongdae,restaurant,Cafe,40,40,40,37,458,Hongdae,4.0,"128, Eoulmadang-ro, Mapo-gu, Seoul 04055 South Korea"
404,Starbucks Hyundai D-Cube B2,restaurant,Cafe,40,40,35,69,459,Guro-gu,4.0,"662, Gyeongin-ro, Guro-gu B2F, D-Cube City, Seoul 08209 South Korea"
405,Kongbul Myeongdong,restaurant,Asian,45,40,45,45,460,Myeongdong / Namdaemun,4.0,"15, Myeongdong 6-gil, Jung-gu, Seoul 04536 South Korea"
406,Cheolcheol Bokjip,restaurant,Asian,45,45,35,35,461,Jung-gu,4.5,"138 Da-dong, Jung-gu, Seoul South Korea"
407,Redbrick Bistro,restaurant,Italian,45,50,50,18,462,Itaewon,5.0,"13, Itaewon-ro 20-gil, Yongsan-gu, Seoul 04391 South Korea"
408,Bud Namujip Yeoksam,restaurant,Barbecue,45,45,35,46,463,Samseongdong / COEX,4.5,"689-12, Yeoksam-dong, Seoul South Korea"
409,Osulloc Tea House Daehangno,restaurant,Cafe,45,40,40,40,464,Ihwa-dong,4.0,"20, Daehak-ro 10-gil, Jongno-gu, Seoul 03086 South Korea"
410,Black Pig Samseong Station,restaurant,Barbecue,40,35,35,87,465,Samseongdong / COEX,4.0,"14, Bongeunsa-ro 86-gil, Gangnam-gu, Seoul 06163 South Korea"
411,Sogong JukJip,restaurant,Asian,45,35,40,55,467,Jung-gu,4.0,"86-1 Bukchang-dong, Jung-gu, Seoul 100-080 South Korea"
412,Travel Maker,restaurant,American,40,40,40,85,469,Mapo-gu,4.0,"37, Yanghwa-ro 21-gil, Mapo-gu, Seoul 03994 South Korea"
413,Pyeongyang Myeonok,restaurant,Korean,45,35,35,50,477,Jung-gu,4.0,"207, Jangchungdan-ro, Jung-gu, Seoul 04615 South Korea"
414,Hanilkwan Yeongdeungpo,restaurant,Korean,40,40,40,32,478,Gangnam-gu,4.5,"15, Yeongjung-ro, Yeongdeungpo-gu, Seoul 07305 South Korea"
415,Min's Club,restaurant,Korean,45,45,40,45,479,Jongno-gu,4.5,"66-7, Gyeongun-dong, Jongno-gu, Seoul South Korea"
416,Andong Jjimdak,restaurant,Asian,40,35,40,48,481,Myeongdong / Namdaemun,4.0,"3, Myeongdong 10-gil, Jung-gu, Seoul 04537 South Korea"
417,Mapo Galmegi,restaurant,Asian,40,35,35,42,482,Dohwa-dong,4.0,"194-8, Dohwa-dong, Mapo-gu, Seoul South Korea"
418,Hanam Pig - Myeongdong 1,restaurant,Asian,40,35,35,32,484,Myeongdong / Namdaemun,4.0,"12, Myeongdong 9ga-gil, Jung-gu, Seoul 04534 South Korea"
419,Abiko Curry Hongdae 1,restaurant,Asian,40,40,35,42,485,Hongdae,4.0,"25, Hongik-ro, Mapo-gu Hotel Seokyo Annex B106, Seoul 04039 South Korea"
420,Coco Ichibanya Gangnam,restaurant,Japanese,40,40,40,47,486,Gangnam / Nonhyeon / Yeoksam,4.0,"14, Gangnam-Daero 102-Gil, Gangnam-Gu, Seoul 06128 South Korea"
421,Huggers,restaurant,American,45,45,45,23,487,Hannam-dong,4.5,"29, Daesagwan-ro 6-gil, Yongsan-gu, Seoul 04403 South Korea"
422,Yugane Dakgalbi Myeongdong 2,restaurant,Asian,40,40,40,40,488,Myeongdong / Namdaemun,4.0,"11, Myeongdong 8ga-gil, Jung-gu, Seoul 04536 South Korea"
423,Burger 4.5,restaurant,Fast Food,50,45,50,18,489,Hongdae,5.0,"49 Tojeong-ro, Mapo-gu, Seoul 04052 South Korea"
424,Mamas,restaurant,Cafe,45,40,40,37,493,Jung-gu,4.0,"81, Seosomun-Ro, Jung-Gu, Seoul 04516 South Korea"
425,Bar 81,restaurant,French,50,50,45,20,494,Songpa-gu,4.5,"300, Olympic-ro, Songpa-gu 81F, Lotte World Tower, Seoul 05551 South Korea"
426,Taco Chili Chili,restaurant,Mexican,40,40,40,38,496,Itaewon,4.0,"218, Noksapyeong-daero, Yongsan-gu, Seoul 04345 South Korea"
427,Hanwoori Korean Restaurant,restaurant,Asian,45,40,40,42,497,Gangnam-gu,4.0,"91-18 Nonhyeon-dong, Gangnam-gu, Seoul 135-010 South Korea"
428,Uljimyeonok,restaurant,Asian,45,30,40,36,501,Jung-gu,4.5,"177-1, Ipjeong-dong, Jung-gu, Seoul South Korea"
429,Korea Beer Exchange,restaurant,Bar,45,45,40,30,503,Yeongdeungpo-gu,4.5,"379, Yeouidaebang-ro, Yeongdeungpo-gu Jeil Bldg. 1st floor, Seoul 07333 South Korea"
430,Asian Live,restaurant,Chinese,45,45,35,35,504,Samseongdong / COEX,4.0,"159, Samseong-dong, Gangnam-gu 2F, Koex Intercontinental Seoul, Seoul 06164 South Korea"
431,Bonjuk Insadong,restaurant,Asian,45,35,40,32,505,Jongno-gu,4.5,"155-9, Gwanhun-dong, Jongno-gu, Seoul South Korea"
432,Cafe Bora Samcheong Main,restaurant,Cafe,40,40,40,46,506,Jongno-gu,4.0,"75-3, Yulgok-ro 3-gil, Jongno-gu, Seoul 03062 South Korea"
433,Sulbing - Hongdae Ipguyeok,restaurant,Asian,45,40,40,32,507,Hongdae,4.0,"15, Hongik-ro 6-gil, Mapo-gu 2F, Seoul 04050 South Korea"
434,Sky Lounge,restaurant,Italian,35,40,30,43,508,Samseongdong / COEX,4.0,"524, Bongeunsaro, Gangnam-gu 30F, InterContinental Seoul COEX, Seoul 06164 South Korea"
435,Harmonium,restaurant,Italian,45,45,40,22,509,Hannam-dong,4.5,"33, Daesagwan-ro, Yongsan-gu What3words: ///roof.doors.caged, Seoul 04401 South Korea"
436,Tea Therapy,restaurant,Cafe,40,45,40,28,511,Jongno-gu,4.5,"74, Yunposun-gil, Jongno-gu, Seoul South Korea"
437,豚寿百,restaurant,Asian,40,35,40,21,513,Hongdae,4.5,"57 Hongik-ro 6-gil, Seoul South Korea"
438,Caffe Themselves,restaurant,Cafe,50,45,40,25,515,Jongno 1.2.3.4 ga-dong,4.5,"388 Samil-daero Jongro-Ku, Seoul South Korea"
439,Mad For Garlic - Bongeunsa I Park Tower,restaurant,Italian,35,40,35,46,516,Gangnam-gu,4.0,"520, Yeongdong-daero, Gangnam-gu IPark Tower B1F, Seoul 06170 South Korea"
440,Trench Town,restaurant,European,45,45,45,19,517,Itaewon,5.0,"105, Bogwang-ro, Yongsan-gu, Seoul 04391 South Korea"
441,Hyunsunine Yongsan,restaurant,Asian,45,35,40,29,518,Yongsan / Samgakji / Ichon,4.0,"5, Hangang-daero 39-gil, Yongsan-gu, Seoul 04376 South Korea"
442,Yummy Thai,restaurant,Asian,50,50,50,21,519,Gangbuk-gu,5.0,"4-1, Duteopbawi-ro, Yongsan-gu, Seoul 04352 South Korea"
443,Poom Seoul,restaurant,Asian,45,45,40,47,520,Huam-dong,4.0,"49, Duteopbawi-ro 60-gil, Yongsan-gu 3F, Daewon Jeongsa Annex, Seoul 04328 South Korea"
444,Kkanbu Chicken Sindorim Station,restaurant,Bar,45,40,40,38,521,Guro-gu,4.0,"661, Gyeongin-ro, Guro-gu, Seoul 08208 South Korea"
445,Coffee Libre Yeonnam,restaurant,Cafe,45,40,40,26,522,Sinchon / Ewha,4.5,"200, Seongmisan-ro, Mapo-gu, Seoul 03982 South Korea"
446,Twosome Place Myeongdong Olive Young,restaurant,Cafe,40,40,35,41,524,Myeongdong / Namdaemun,4.0,"53, Myeongdong-gil, Jung-gu, Seoul 04538 South Korea"
447,Two Plus Deungsim Nonhyeon 2,restaurant,Asian,45,40,35,26,529,Garosugil,4.5,"19, Eonju-ro 148-gil, Gangnam-gu, Seoul 06054 South Korea"
448,Misari Milbit Chogyeguksu COEX Mall,restaurant,Korean,45,40,45,25,533,Samseongdong / COEX,4.5,"513, Yeongdong-daero, Gangnam-gu COEX Mall, Seoul 06164 South Korea"
449,Busan Jib Restaurant - Halal,restaurant,Asian,40,40,35,77,534,Myeongdong / Namdaemun,3.5,"11-4, 8 Myeongdong-gil, Jung-gu, Seoul 04536 South Korea"
450,Taco Bell Itaewon,restaurant,Mexican,35,40,40,62,535,Itaewon,4.0,"128, Bogwang-ro, Yongsan-gu, Seoul 04406 South Korea"
451,Cafe Molinari,restaurant,Italian,45,45,45,26,536,Jung-gu,4.5,"60-2, Hoehyeon-dong 2-ga, Jung-gu, Seoul South Korea"
452,Chloris Tea & Coffee,restaurant,Cafe,40,40,35,28,538,Gangnam / Nonhyeon / Yeoksam,4.5,"358-18, Seogyo-dong, Mapo-gu, Seoul South Korea"
453,Myeongdong Pizza,restaurant,Italian,45,45,40,25,540,Myeongdong / Namdaemun,4.5,"22-2, Chungmuro 1-ga, Jung-gu 4F, Seoul 04537 South Korea"
454,Maman Gateau - Sinsa Galosugil,restaurant,Cafe,40,40,35,31,541,Sinsa / Garosugil,4.0,"30-12, Apgujeong-Ro 10-Gil, Gangnam-Gu, Seoul 06028 South Korea"
455,Loco Quan 401 Restaurant,restaurant,Barbecue,35,35,35,72,542,Myeongdong / Namdaemun,4.0,"23, Jandari-ro, Mapo-gu, Seoul 04043 South Korea"
456,Wood & Brick,restaurant,Cafe,45,45,35,29,543,Jongno-gu,4.5,"6 Shinmunro 1-ga, Jongno-gu, Seoul South Korea"
457,Beautiful Coffee Changdeokgung,restaurant,Cafe,45,50,50,26,545,Jongno-gu,4.5,"88, Donhwamun-ro, Jongno-gu, Seoul 03134 South Korea"
458,10 Corso Como Cafe,restaurant,Italian,45,45,35,31,546,Gangnam-gu,4.5,"416, Apgujeong-Ro, Gangnam-Gu, Seoul 06015 South Korea"
459,KimBuksun's Big Pot House,restaurant,Asian,45,35,45,33,547,Garosugil,4.5,"1F Urim B.D. 536-8 Sinsa-dong, Gangnam-gu, Seoul South Korea"
460,Tuscany,restaurant,Italian,45,45,35,40,550,Jung-gu,4.0,"The Plaza 2f 119 Sogong-ro, Seoul 04525 South Korea"
461,Double Trouble,restaurant,American,45,45,45,22,552,Gangnam / Nonhyeon / Yeoksam,4.5,"22, Bongeunsa-ro 4-gil, Gangnam-gu 1F, Seoul 06123 South Korea"
462,Seowon,restaurant,Asian,40,40,35,30,553,Myeongdong / Namdaemun,4.0,"62-8, Chungmuro 2-ga, Jung-gu, Seoul South Korea"
463,Kyeong Bok Koong,restaurant,Asian,45,45,35,41,554,Myeongdong / Namdaemun,4.0,"6, Mareunnae-ro, Jung-gu, Seoul 04552 South Korea"
464,Heukdonga Myeongdong,restaurant,Korean,40,35,35,45,555,Myeongdong / Namdaemun,4.0,"21, Myeongdong 7-gil, Jung-gu Artnouveau Centum Building B1, Seoul 04534 South Korea"
465,2046 Pan Steak,restaurant,Steakhouse,45,40,45,36,558,Jongno-gu,4.5,"20, Bukchon-ro 4-gil, Jongno-gu, Seoul South Korea"
466,Hu's Table,restaurant,Italian,45,45,45,32,560,Jongno-gu,4.5,"8, Changdeokgung 1ga-gil, Jongno-gu, Seoul South Korea"
467,Coco Ichibanya - Myeongdong,restaurant,Japanese,45,45,45,18,563,Myeongdong / Namdaemun,4.5,"7-4, Myeongdong 10-gil, Jung-gu 2F, Seoul 04537 South Korea"
468,Sandeulhae Yangjae,restaurant,Asian,45,40,45,29,564,Banpo-dong,4.5,"213, Gangnam-daero, Seocho-gu B1F, L Tower, Seoul 06749 South Korea"
469,Makino Chaya,restaurant,Seafood,45,40,35,37,565,Gangnam / Nonhyeon / Yeoksam,4.0,"824-24, Yeoksam-dong, Gangnam-gu, Seoul South Korea"
470,Sushi Cho,restaurant,Japanese,40,40,25,70,566,Jung-gu,4.0,"The Westin Chosun Seoul Hotel , 87 Sogong-Dong, Jung-gu, Seoul South Korea"
471,Inamjang Euljiro,restaurant,Asian,40,35,35,36,568,Jung-gu,4.0,"16, Samil-daero 12-gil, Jung-gu, Seoul 04542 South Korea"
472,Monster Pizza,restaurant,Pizza,45,40,45,37,569,Hongdae,4.0,"73, Wausan-ro, Mapo-gu, Seoul 04041 South Korea"
473,Saboten Gangnam Station Store,restaurant,Japanese,40,35,30,43,570,Gangnam / Nonhyeon / Yeoksam,4.0,"1307-20 Seocho-dong, Seocho-gu, Seoul South Korea"
474,Vegetus,restaurant,American,50,50,50,17,574,Yongsan-dong,5.0,"59, Sinheung-ro, Yongsan-gu, Seoul 04338 South Korea"
475,Jogabi,restaurant,Seafood,40,40,35,60,575,Myeongdong / Namdaemun,4.0,"21, Myeongdong 9-gil, Jung-gu, Seoul 04534 South Korea"
476,Caffe Bene  Myeongdong Store,restaurant,Cafe,40,35,35,54,576,Myeongdong / Namdaemun,4.0,"65-11, Choongmu-ro 2-ga, Jung-gu, Seoul South Korea"
477,Jinjujip,restaurant,Asian,40,35,40,34,578,Myeongdong / Namdaemun,4.0,"22-2, Namdaemunsijang-gil, Jung-gu, Seoul 04528 South Korea"
478,The Coffee Bean & Tea Leaf Insadong Store,restaurant,Cafe,40,40,35,44,579,Jongno-gu,4.0,"1F Fraser Suites Seoul, Nagwon-dong, Jongno-gu 1F, Fraser Suite, Seoul South Korea"
479,Troika Russian Restaurant,restaurant,European,40,40,35,43,580,Itaewon,4.5,"5F 72-32 Itaewon-dong Yongsan-gu, Seoul 04391 South Korea"
